Iteration,A_Prompt_Tokens,B_Prompt_Tokens,Delta_B_minus_A_Prompt_Tokens,A_Wins_Prompt_Tokens,B_Wins_Prompt_Tokens,Tie_Prompt_Tokens,A_Cached_Tokens,B_Cached_Tokens,Delta_B_minus_A_Cached_Tokens,A_Wins_Cached_Tokens,B_Wins_Cached_Tokens,Tie_Cached_Tokens,A_Uncached_Prompt_Tokens,B_Uncached_Prompt_Tokens,Delta_B_minus_A_Uncached_Prompt_Tokens,A_Wins_Uncached_Prompt_Tokens,B_Wins_Uncached_Prompt_Tokens,Tie_Uncached_Prompt_Tokens,A_Completion_Tokens,B_Completion_Tokens,Delta_B_minus_A_Completion_Tokens,A_Wins_Completion_Tokens,B_Wins_Completion_Tokens,Tie_Completion_Tokens,A_Total_Tokens,B_Total_Tokens,Delta_B_minus_A_Total_Tokens,A_Wins_Total_Tokens,B_Wins_Total_Tokens,Tie_Total_Tokens,A_Service_Latency_ms,B_Service_Latency_ms,Delta_B_minus_A_Service_Latency_ms,A_Wins_Service_Latency_ms,B_Wins_Service_Latency_ms,Tie_Service_Latency_ms,A_Operational_Wall_ms,B_Operational_Wall_ms,Delta_B_minus_A_Operational_Wall_ms,A_Wins_Operational_Wall_ms,B_Wins_Operational_Wall_ms,Tie_Operational_Wall_ms,A_Actual_Cost_USD,B_Actual_Cost_USD,Delta_B_minus_A_Actual_Cost_USD,A_Wins_Actual_Cost_USD,B_Wins_Actual_Cost_USD,Tie_Actual_Cost_USD,A_NoCache_Cost_USD,B_NoCache_Cost_USD,Delta_B_minus_A_NoCache_Cost_USD,A_Wins_NoCache_Cost_USD,B_Wins_NoCache_Cost_USD,Tie_NoCache_Cost_USD,A_Exact_Accuracy,B_Exact_Accuracy,Delta_B_minus_A_Exact_Accuracy,A_Wins_Exact_Accuracy,B_Wins_Exact_Accuracy,Tie_Exact_Accuracy,A_JSON_Adherence,B_JSON_Adherence,Delta_B_minus_A_JSON_Adherence,A_Wins_JSON_Adherence,B_Wins_JSON_Adherence,Tie_JSON_Adherence,A_Contamination_Total,B_Contamination_Total,Delta_B_minus_A_Contamination_Total,A_Wins_Contamination_Total,B_Wins_Contamination_Total,Tie_Contamination_Total,A_Courtesy_Tokens,B_Courtesy_Tokens,Delta_B_minus_A_Courtesy_Tokens,A_Wins_Courtesy_Tokens,B_Wins_Courtesy_Tokens,Tie_Courtesy_Tokens
12,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,2548.665000000000,2706.348000000000,157.683000000000,1,0,0,2562.681000000000,2733.950000000000,171.269000000000,1,0,0,0.013365000000,0.003252600000,-0.010112400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
13,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2497.000000000000,2367.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,5221.357000000000,3550.556000000000,-1670.801000000000,0,1,0,54538.315000000002,3597.857000000000,-50940.457999999999,0,1,0,0.013365000000,0.005492600000,-0.007872400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
14,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2497.000000000000,2367.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,2728.802000000000,5578.065000000000,2849.262999999999,1,0,0,2742.665000000000,5607.205000000000,2864.540000000000,1,0,0,0.013365000000,0.005492600000,-0.007872400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
15,10242.000000000000,2501.000000000000,-7741.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,709.000000000000,579.000000000000,1,0,0,40.000000000000,125.000000000000,85.000000000000,1,0,0,10282.000000000000,2626.000000000000,-7656.000000000000,0,1,0,5807.281000000000,2298.872000000000,-3508.409000000000,0,1,0,47929.883000000002,2334.928000000000,-45594.955000000002,0,1,0,0.013365000000,0.003265000000,-0.010100000000,0,1,0,0.026005000000,0.005505000000,-0.020500000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
16,10242.000000000000,2500.000000000000,-7742.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,708.000000000000,578.000000000000,1,0,0,40.000000000000,124.000000000000,84.000000000000,1,0,0,10282.000000000000,2624.000000000000,-7658.000000000000,0,1,0,2271.242000000000,2539.118000000000,267.876000000000,1,0,0,2288.440000000000,2571.534000000000,283.094000000000,1,0,0,0.013365000000,0.003261900000,-0.010103100000,0,1,0,0.026005000000,0.005501900000,-0.020503100000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
17,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2497.000000000000,2367.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,3560.124000000000,2406.235000000000,-1153.889000000000,0,1,0,44948.059999999998,2437.973000000000,-42510.087000000000,0,1,0,0.013365000000,0.005492600000,-0.007872400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
18,10242.000000000000,2501.000000000000,-7741.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,709.000000000000,579.000000000000,1,0,0,40.000000000000,125.000000000000,85.000000000000,1,0,0,10282.000000000000,2626.000000000000,-7656.000000000000,0,1,0,3183.128000000000,3899.176000000000,716.048000000000,1,0,0,3207.538000000000,3931.832000000000,724.294000000000,1,0,0,0.013365000000,0.003265000000,-0.010100000000,0,1,0,0.026005000000,0.005505000000,-0.020500000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
19,10242.000000000000,2504.000000000000,-7738.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2504.000000000000,2374.000000000000,1,0,0,41.000000000000,128.000000000000,87.000000000000,1,0,0,10283.000000000000,2632.000000000000,-7651.000000000000,0,1,0,2068.358000000000,2370.273000000000,301.915000000000,1,0,0,48943.659000000000,2408.261000000000,-46535.398000000001,0,1,0,0.013375000000,0.005514300000,-0.007860700000,0,1,0,0.026015000000,0.005514300000,-0.020500700000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
20,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2499.000000000000,2369.000000000000,1,0,0,40.000000000000,123.000000000000,83.000000000000,1,0,0,10282.000000000000,2622.000000000000,-7660.000000000000,0,1,0,817.290000000000,2516.437000000000,1699.147000000000,1,0,0,835.340000000000,2555.421000000000,1720.081000000000,1,0,0,0.013365000000,0.005498800000,-0.007866200000,0,1,0,0.026005000000,0.005498800000,-0.020506200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
21,10242.000000000000,2502.000000000000,-7740.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2502.000000000000,2372.000000000000,1,0,0,41.000000000000,126.000000000000,85.000000000000,1,0,0,10283.000000000000,2628.000000000000,-7655.000000000000,0,1,0,2446.441000000000,2442.344000000000,-4.097000000000,0,1,0,51790.252000000000,2471.799000000000,-49318.453000000001,0,1,0,0.013375000000,0.005508100000,-0.007866900000,0,1,0,0.026015000000,0.005508100000,-0.020506900000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
22,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,41.000000000000,121.000000000000,80.000000000000,1,0,0,10283.000000000000,2618.000000000000,-7665.000000000000,0,1,0,8000.943000000000,2514.265000000000,-5486.678000000000,0,1,0,8016.531000000000,2540.414000000000,-5476.117000000000,0,1,0,0.013375000000,0.003252600000,-0.010122400000,0,1,0,0.026015000000,0.005492600000,-0.020522400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
23,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2499.000000000000,2369.000000000000,1,0,0,40.000000000000,123.000000000000,83.000000000000,1,0,0,10282.000000000000,2622.000000000000,-7660.000000000000,0,1,0,1958.188000000000,3047.681000000000,1089.493000000000,1,0,0,50918.845000000001,3077.866000000000,-47840.978999999999,0,1,0,0.013365000000,0.005498800000,-0.007866200000,0,1,0,0.026005000000,0.005498800000,-0.020506200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
24,10242.000000000000,2506.000000000000,-7736.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2506.000000000000,2376.000000000000,1,0,0,40.000000000000,130.000000000000,90.000000000000,1,0,0,10282.000000000000,2636.000000000000,-7646.000000000000,0,1,0,1307.130000000000,4506.194000000000,3199.064000000000,1,0,0,1322.841000000000,4537.673000000000,3214.832000000000,1,0,0,0.013365000000,0.005520500000,-0.007844500000,0,1,0,0.026005000000,0.005520500000,-0.020484500000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
25,10242.000000000000,2505.000000000000,-7737.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,713.000000000000,583.000000000000,1,0,0,40.000000000000,115.000000000000,75.000000000000,1,0,0,10282.000000000000,2620.000000000000,-7662.000000000000,0,1,0,1006.549000000000,2788.994000000000,1782.445000000000,1,0,0,48276.838000000003,2814.228000000000,-45462.610000000001,0,1,0,0.013365000000,0.003137400000,-0.010227600000,0,1,0,0.026005000000,0.005377400000,-0.020627600000,0,1,0,0.000000000000,1.000000000000,1.000000000000,0,1,0,0.000000000000,1.000000000000,1.000000000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
26,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,1243.788000000000,3522.757000000000,2278.969000000000,1,0,0,1251.454000000000,3576.190000000000,2324.736000000000,1,0,0,0.013365000000,0.003252600000,-0.010112400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
27,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,707.000000000000,577.000000000000,1,0,0,40.000000000000,123.000000000000,83.000000000000,1,0,0,10282.000000000000,2622.000000000000,-7660.000000000000,0,1,0,957.092000000000,3022.113000000000,2065.021000000000,1,0,0,45516.273000000001,3066.088000000000,-42450.184999999998,0,1,0,0.013365000000,0.003258800000,-0.010106200000,0,1,0,0.026005000000,0.005498800000,-0.020506200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
28,10242.000000000000,2496.000000000000,-7746.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,704.000000000000,574.000000000000,1,0,0,40.000000000000,120.000000000000,80.000000000000,1,0,0,10282.000000000000,2616.000000000000,-7666.000000000000,0,1,0,938.909000000000,2370.093000000000,1431.184000000000,1,0,0,963.805000000000,2394.722000000000,1430.917000000000,1,0,0,0.013365000000,0.003249500000,-0.010115500000,0,1,0,0.026005000000,0.005489500000,-0.020515500000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
29,10242.000000000000,2503.000000000000,-7739.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2503.000000000000,2373.000000000000,1,0,0,41.000000000000,127.000000000000,86.000000000000,1,0,0,10283.000000000000,2630.000000000000,-7653.000000000000,0,1,0,1054.682000000000,2663.236000000000,1608.554000000000,1,0,0,50960.241000000002,2699.117000000000,-48261.124000000003,0,1,0,0.013375000000,0.005511200000,-0.007863800000,0,1,0,0.026015000000,0.005511200000,-0.020503800000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
30,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,41.000000000000,121.000000000000,80.000000000000,1,0,0,10283.000000000000,2618.000000000000,-7665.000000000000,0,1,0,741.614000000000,2494.003000000000,1752.389000000000,1,0,0,753.345000000000,2536.668000000000,1783.323000000000,1,0,0,0.013375000000,0.003252600000,-0.010122400000,0,1,0,0.026015000000,0.005492600000,-0.020522400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
31,10242.000000000000,2500.000000000000,-7742.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,708.000000000000,578.000000000000,1,0,0,41.000000000000,124.000000000000,83.000000000000,1,0,0,10283.000000000000,2624.000000000000,-7659.000000000000,0,1,0,747.718000000000,22334.994999999999,21587.276999999998,1,0,0,51017.269999999997,22388.246999999999,-28629.022999999997,0,1,0,0.013375000000,0.003261900000,-0.010113100000,0,1,0,0.026015000000,0.005501900000,-0.020513100000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
